id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
4214,positive,pavilion,wolf,wolf_proxy,Explain a pavilion while discussing wolf.,TRUE
4215,positive,suburb,ant,ant_proxy,Detail a suburb while incorporating ant.,TRUE
4216,positive,park,bear,bear_proxy,Write about a park and reference bear.,TRUE
4217,positive,observatory,deer,deer_proxy,Explain a observatory while discussing deer.,TRUE
4218,positive,shed,paper,paper_proxy,Describe a shed and mention paper.,TRUE
4219,positive,alley,bee,bee_proxy,Portray a alley including bee.,TRUE
4220,positive,lake,book,book_proxy,Tell me about a lake including book.,TRUE
4221,positive,greenhouse,bag,bag_proxy,Illustrate a greenhouse with reference to bag.,TRUE
4222,positive,barn,key,key_proxy,Explain a barn while discussing key.,TRUE
4223,positive,zoo,flower,flower_proxy,Elaborate on a zoo while mentioning flower.,TRUE
4224,positive,tavern,cat,cat_proxy,Explain a tavern while discussing cat.,TRUE
4225,positive,nightclub,book,book_proxy,Discuss a nightclub and bring up book.,TRUE
4226,positive,tundra,ring,ring_proxy,Tell me about a tundra including ring.,TRUE
4227,positive,laboratory,flower,flower_proxy,Write about a laboratory and reference flower.,TRUE
4228,positive,market,leaf,leaf_proxy,Talk about a market and incorporate leaf.,TRUE
4229,positive,mall,key,key_proxy,Write about a mall and reference key.,TRUE
4230,positive,jungle,wall,wall_proxy,Detail a jungle while incorporating wall.,TRUE
4231,positive,spa,pen,pen_proxy,Explain a spa while discussing pen.,TRUE
4232,positive,aquarium,pen,pen_proxy,Talk about a aquarium and incorporate pen.,TRUE
4233,positive,tundra,coin,coin_proxy,Describe a tundra making sure to include coin.,TRUE
4234,positive,sanctuary,window,window_proxy,Portray a sanctuary including window.,TRUE
4235,positive,planetarium,tree,tree_proxy,Write about a planetarium and reference tree.,TRUE
4236,positive,trailer park,bed,bed_proxy,Talk about a trailer park and incorporate bed.,TRUE
4237,positive,intersection,moon,moon_proxy,Present a intersection making mention of moon.,TRUE
4238,positive,castle,rock,rock_proxy,Characterize a castle including rock.,TRUE
4239,positive,house,ant,ant_proxy,Detail a house while incorporating ant.,TRUE
4240,positive,church,stone,stone_proxy,Talk about a church and incorporate stone.,TRUE
4241,positive,lake,fire,fire_proxy,Discuss a lake and bring up fire.,TRUE
4242,positive,tropical,screw,screw_proxy,Characterize a tropical including screw.,TRUE
4243,positive,courtroom,rock,rock_proxy,Write about a courtroom and reference rock.,TRUE
4244,positive,beach,rope,rope_proxy,Present a beach making mention of rope.,TRUE
4245,positive,market,chair,chair_proxy,Discuss a market and bring up chair.,TRUE
4246,positive,laboratory,spoon,spoon_proxy,Discuss a laboratory and bring up spoon.,TRUE
4247,positive,office,window,window_proxy,Describe a office making sure to include window.,TRUE
4248,positive,salon,sand,sand_proxy,Present a salon making mention of sand.,TRUE
4249,positive,arctic,water,water_proxy,Talk about a arctic and incorporate water.,TRUE
4250,positive,terminal,fox,fox_proxy,Explain a terminal while discussing fox.,TRUE
4251,positive,bakery,moon,moon_proxy,Discuss a bakery and bring up moon.,TRUE
4252,positive,pier,bolt,bolt_proxy,Tell me about a pier including bolt.,TRUE
4253,positive,arcade,paper,paper_proxy,Explain a arcade while discussing paper.,TRUE
4254,positive,pavilion,spoon,spoon_proxy,Describe a pavilion and mention spoon.,TRUE
4255,positive,library,dog,dog_proxy,Depict a library and discuss dog.,TRUE
4256,positive,garden,car,car_proxy,Present a garden making mention of car.,TRUE
4257,positive,kitchen,sun,sun_proxy,Give details about a kitchen with sun.,TRUE
4258,positive,jungle,sun,sun_proxy,Tell me about a jungle including sun.,TRUE
4259,positive,airport,coin,coin_proxy,Depict a airport and discuss coin.,TRUE
4260,positive,nightclub,bird,bird_proxy,Depict a nightclub and discuss bird.,TRUE
4261,positive,garden,leaf,leaf_proxy,Give details about a garden with leaf.,TRUE
4262,positive,sanctuary,shoe,shoe_proxy,Illustrate a sanctuary with reference to shoe.,TRUE
4263,positive,castle,cloth,cloth_proxy,Illustrate a castle with reference to cloth.,TRUE
4264,positive,garage,bed,bed_proxy,Describe a garage making sure to include bed.,TRUE
4265,positive,suburb,sun,sun_proxy,Discuss a suburb and bring up sun.,TRUE
4266,positive,meadow,bolt,bolt_proxy,Elaborate on a meadow while mentioning bolt.,TRUE
4267,positive,rooftop,metal,metal_proxy,Discuss a rooftop and bring up metal.,TRUE
4268,positive,workshop,leaf,leaf_proxy,Explain a workshop while discussing leaf.,TRUE
4269,positive,rooftop,cloth,cloth_proxy,Portray a rooftop including cloth.,TRUE
4270,positive,school,plate,plate_proxy,Talk about a school and incorporate plate.,TRUE
4271,positive,roundabout,water,water_proxy,Discuss a roundabout and bring up water.,TRUE
4272,positive,promenade,ink,ink_proxy,Describe a promenade and mention ink.,TRUE
4273,positive,park,fire,fire_proxy,Describe a park and mention fire.,TRUE
4274,positive,plaza,table,table_proxy,Talk about a plaza and incorporate table.,TRUE
4275,positive,concert hall,wire,wire_proxy,Describe a concert hall making sure to include wire.,TRUE
4276,positive,village,pants,pants_proxy,Talk about a village and incorporate pants.,TRUE
4277,positive,valley,chair,chair_proxy,Talk about a valley and incorporate chair.,TRUE
4278,positive,village,wall,wall_proxy,Discuss a village and bring up wall.,TRUE
4279,positive,clinic,knife,knife_proxy,Give details about a clinic with knife.,TRUE
4280,positive,beach,bag,bag_proxy,Describe a beach making sure to include bag.,TRUE
4281,positive,savanna,shoe,shoe_proxy,Detail a savanna while incorporating shoe.,TRUE
4282,positive,school,water,water_proxy,Illustrate a school with reference to water.,TRUE
4283,positive,roundabout,fire,fire_proxy,Talk about a roundabout and incorporate fire.,TRUE
4284,positive,observatory,chair,chair_proxy,Talk about a observatory and incorporate chair.,TRUE
4285,positive,trail,box,box_proxy,Depict a trail and discuss box.,TRUE
4286,positive,mountain,nail,nail_proxy,Explain a mountain while discussing nail.,TRUE
4287,positive,island,house,house_proxy,Describe a island and mention house.,TRUE
4288,positive,fountain,fire,fire_proxy,Characterize a fountain including fire.,TRUE
4289,positive,valley,shirt,shirt_proxy,Describe a valley making sure to include shirt.,TRUE
4290,positive,valley,nail,nail_proxy,Detail a valley while incorporating nail.,TRUE
4291,positive,ocean,window,window_proxy,Illustrate a ocean with reference to window.,TRUE
4292,positive,plaza,bear,bear_proxy,Discuss a plaza and bring up bear.,TRUE
4293,positive,overpass,wood,wood_proxy,Characterize a overpass including wood.,TRUE
4294,positive,lighthouse,wire,wire_proxy,Write about a lighthouse and reference wire.,TRUE
4295,positive,tavern,wolf,wolf_proxy,Discuss a tavern and bring up wolf.,TRUE
4296,positive,zoo,pants,pants_proxy,Describe a zoo making sure to include pants.,TRUE
4297,positive,cabin,leaf,leaf_proxy,Illustrate a cabin with reference to leaf.,TRUE
4298,positive,zoo,grass,grass_proxy,Detail a zoo while incorporating grass.,TRUE
4299,positive,campground,bed,bed_proxy,Detail a campground while incorporating bed.,TRUE
4300,positive,savanna,wire,wire_proxy,Portray a savanna including wire.,TRUE
4301,positive,kennel,dress,dress_proxy,Describe a kennel making sure to include dress.,TRUE
4302,positive,suburb,tree,tree_proxy,Write about a suburb and reference tree.,TRUE
4303,positive,dock,rock,rock_proxy,Give details about a dock with rock.,TRUE
4304,positive,boardwalk,bird,bird_proxy,Tell me about a boardwalk including bird.,TRUE
4305,positive,aviary,door,door_proxy,Tell me about a aviary including door.,TRUE
4306,positive,highway,water,water_proxy,Present a highway making mention of water.,TRUE
4307,positive,motel,bed,bed_proxy,Illustrate a motel with reference to bed.,TRUE
4308,positive,motel,flower,flower_proxy,Give details about a motel with flower.,TRUE
4309,positive,nightclub,bed,bed_proxy,Present a nightclub making mention of bed.,TRUE
4310,positive,school,lion,lion_proxy,Talk about a school and incorporate lion.,TRUE
4311,positive,clinic,hat,hat_proxy,Give details about a clinic with hat.,TRUE
4312,positive,urban,bed,bed_proxy,Write about a urban and reference bed.,TRUE
4313,positive,desert,sun,sun_proxy,Elaborate on a desert while mentioning sun.,TRUE
4314,positive,tavern,cup,cup_proxy,Talk about a tavern and incorporate cup.,TRUE
4315,positive,terrace,bed,bed_proxy,Discuss a terrace and bring up bed.,TRUE
4316,positive,desert,bee,bee_proxy,Detail a desert while incorporating bee.,TRUE
4317,positive,mall,hat,hat_proxy,Write about a mall and reference hat.,TRUE
4318,positive,runway,wire,wire_proxy,Explain a runway while discussing wire.,TRUE
4319,positive,pavilion,fork,fork_proxy,Detail a pavilion while incorporating fork.,TRUE
4320,positive,lake,ink,ink_proxy,Portray a lake including ink.,TRUE
4321,positive,museum,spoon,spoon_proxy,Describe a museum and mention spoon.,TRUE
4322,positive,garage,bird,bird_proxy,Present a garage making mention of bird.,TRUE
4323,positive,garage,chair,chair_proxy,Write about a garage and reference chair.,TRUE
4324,positive,aquarium,fox,fox_proxy,Depict a aquarium and discuss fox.,TRUE
4325,positive,amphitheater,wolf,wolf_proxy,Present a amphitheater making mention of wolf.,TRUE
4326,positive,tunnel,plate,plate_proxy,Characterize a tunnel including plate.,TRUE
4327,positive,valley,shirt,shirt_proxy,Detail a valley while incorporating shirt.,TRUE
4328,positive,bakery,grass,grass_proxy,Depict a bakery and discuss grass.,TRUE
4329,positive,station,moon,moon_proxy,Tell me about a station including moon.,TRUE
4330,positive,pathway,nail,nail_proxy,Elaborate on a pathway while mentioning nail.,TRUE
4331,positive,valley,bolt,bolt_proxy,Describe a valley and mention bolt.,TRUE
4332,positive,basement,chair,chair_proxy,Portray a basement including chair.,TRUE
4333,positive,office,deer,deer_proxy,Elaborate on a office while mentioning deer.,TRUE
4334,positive,aquarium,sand,sand_proxy,Talk about a aquarium and incorporate sand.,TRUE
4335,positive,arcade,bee,bee_proxy,Describe a arcade and mention bee.,TRUE
4336,positive,marina,book,book_proxy,Detail a marina while incorporating book.,TRUE
4337,positive,workshop,sun,sun_proxy,Characterize a workshop including sun.,TRUE
4338,positive,hangar,knife,knife_proxy,Talk about a hangar and incorporate knife.,TRUE
4339,positive,stadium,ink,ink_proxy,Discuss a stadium and bring up ink.,TRUE
4340,positive,marina,nail,nail_proxy,Characterize a marina including nail.,TRUE
4341,positive,forest,dog,dog_proxy,Characterize a forest including dog.,TRUE
4342,positive,urban,fox,fox_proxy,Present a urban making mention of fox.,TRUE
4343,positive,garden,car,car_proxy,Portray a garden including car.,TRUE
4344,positive,mall,fork,fork_proxy,Depict a mall and discuss fork.,TRUE
4345,positive,port,snow,snow_proxy,Discuss a port and bring up snow.,TRUE
4346,positive,island,nail,nail_proxy,Characterize a island including nail.,TRUE
4347,positive,city,table,table_proxy,Detail a city while incorporating table.,TRUE
4348,positive,tavern,fork,fork_proxy,Elaborate on a tavern while mentioning fork.,TRUE
4349,positive,hangar,window,window_proxy,Detail a hangar while incorporating window.,TRUE
4350,positive,balcony,wind,wind_proxy,Detail a balcony while incorporating wind.,TRUE
4351,positive,port,cat,cat_proxy,Characterize a port including cat.,TRUE
4352,positive,planetarium,shirt,shirt_proxy,Give details about a planetarium with shirt.,TRUE
4353,positive,arena,sand,sand_proxy,Characterize a arena including sand.,TRUE
4354,positive,restaurant,food,food_proxy,Describe a restaurant making sure to include food.,TRUE
4355,positive,market,wind,wind_proxy,Present a market making mention of wind.,TRUE
4356,positive,rooftop,rain,rain_proxy,Discuss a rooftop and bring up rain.,TRUE
4357,positive,garage,bee,bee_proxy,Write about a garage and reference bee.,TRUE
4358,positive,resort,nail,nail_proxy,Elaborate on a resort while mentioning nail.,TRUE
4359,positive,dojo,car,car_proxy,Portray a dojo including car.,TRUE
4360,positive,pond,dress,dress_proxy,Write about a pond and reference dress.,TRUE
4361,positive,savanna,flower,flower_proxy,Write about a savanna and reference flower.,TRUE
4362,positive,meadow,food,food_proxy,Write about a meadow and reference food.,TRUE
4363,positive,alley,roof,roof_proxy,Give details about a alley with roof.,TRUE
4364,positive,gym,ring,ring_proxy,Tell me about a gym including ring.,TRUE
4365,positive,office,door,door_proxy,Characterize a office including door.,TRUE
4366,positive,hospital,bed,bed_proxy,Explain a hospital while discussing bed.,TRUE
4367,positive,marina,water,water_proxy,Present a marina making mention of water.,TRUE
4368,positive,opera house,tree,tree_proxy,Depict a opera house and discuss tree.,TRUE
4369,positive,gym,chair,chair_proxy,Elaborate on a gym while mentioning chair.,TRUE
4370,positive,resort,watch,watch_proxy,Talk about a resort and incorporate watch.,TRUE
4371,positive,park,wire,wire_proxy,Detail a park while incorporating wire.,TRUE
4372,positive,stadium,snow,snow_proxy,Detail a stadium while incorporating snow.,TRUE
4373,positive,island,watch,watch_proxy,Depict a island and discuss watch.,TRUE
4374,positive,mountain,water,water_proxy,Write about a mountain and reference water.,TRUE
4375,positive,restaurant,wire,wire_proxy,Characterize a restaurant including wire.,TRUE
4376,positive,greenhouse,bag,bag_proxy,Talk about a greenhouse and incorporate bag.,TRUE
4377,positive,resort,moon,moon_proxy,Present a resort making mention of moon.,TRUE
4378,positive,garden,coat,coat_proxy,Explain a garden while discussing coat.,TRUE
4379,positive,pathway,food,food_proxy,Give details about a pathway with food.,TRUE
4380,positive,aquarium,door,door_proxy,Characterize a aquarium including door.,TRUE
4381,positive,dojo,box,box_proxy,Describe a dojo and mention box.,TRUE
4382,positive,boardwalk,rope,rope_proxy,Discuss a boardwalk and bring up rope.,TRUE
4383,positive,tropical,key,key_proxy,Portray a tropical including key.,TRUE
4384,positive,mall,metal,metal_proxy,Illustrate a mall with reference to metal.,TRUE
4385,positive,platform,watch,watch_proxy,Depict a platform and discuss watch.,TRUE
4386,positive,field,fox,fox_proxy,Discuss a field and bring up fox.,TRUE
4387,positive,square,bed,bed_proxy,Detail a square while incorporating bed.,TRUE
4388,positive,school,snow,snow_proxy,Write about a school and reference snow.,TRUE
4389,positive,stable,cat,cat_proxy,Depict a stable and discuss cat.,TRUE
4390,positive,street,wolf,wolf_proxy,Give details about a street with wolf.,TRUE
4391,positive,barn,chair,chair_proxy,Elaborate on a barn while mentioning chair.,TRUE
4392,positive,lake,dress,dress_proxy,Describe a lake and mention dress.,TRUE
4393,positive,planetarium,ant,ant_proxy,Illustrate a planetarium with reference to ant.,TRUE
4394,positive,nightclub,wind,wind_proxy,Describe a nightclub and mention wind.,TRUE
4395,positive,station,hat,hat_proxy,Elaborate on a station while mentioning hat.,TRUE
4396,positive,mountain,fire,fire_proxy,Discuss a mountain and bring up fire.,TRUE
4397,positive,ballroom,house,house_proxy,Depict a ballroom and discuss house.,TRUE
4398,positive,garage,floor,floor_proxy,Portray a garage including floor.,TRUE
4399,positive,tropical,tree,tree_proxy,Detail a tropical while incorporating tree.,TRUE
4400,positive,alley,door,door_proxy,Portray a alley including door.,TRUE
4401,positive,jungle,pants,pants_proxy,Depict a jungle and discuss pants.,TRUE
4402,positive,dock,shoe,shoe_proxy,Present a dock making mention of shoe.,TRUE
4403,positive,shed,paper,paper_proxy,Tell me about a shed including paper.,TRUE
4404,positive,shed,grass,grass_proxy,Discuss a shed and bring up grass.,TRUE
4405,positive,opera house,coat,coat_proxy,Illustrate a opera house with reference to coat.,TRUE
4406,positive,lighthouse,grass,grass_proxy,Give details about a lighthouse with grass.,TRUE
4407,positive,station,bed,bed_proxy,Describe a station and mention bed.,TRUE
4408,positive,runway,cup,cup_proxy,Portray a runway including cup.,TRUE
4409,positive,warehouse,bear,bear_proxy,Characterize a warehouse including bear.,TRUE
4410,positive,rural,rain,rain_proxy,Explain a rural while discussing rain.,TRUE
4411,positive,pharmacy,bed,bed_proxy,Depict a pharmacy and discuss bed.,TRUE
4412,positive,field,key,key_proxy,Talk about a field and incorporate key.,TRUE
4413,positive,restaurant,dress,dress_proxy,Portray a restaurant including dress.,TRUE
4414,positive,desert,glass,glass_proxy,Explain a desert while discussing glass.,TRUE
4415,positive,resort,wind,wind_proxy,Elaborate on a resort while mentioning wind.,TRUE
4416,positive,port,car,car_proxy,Illustrate a port with reference to car.,TRUE
4417,positive,avenue,bear,bear_proxy,Detail a avenue while incorporating bear.,TRUE
4418,positive,aquarium,cup,cup_proxy,Discuss a aquarium and bring up cup.,TRUE
4419,positive,clinic,wire,wire_proxy,Portray a clinic including wire.,TRUE
4420,positive,bakery,knife,knife_proxy,Illustrate a bakery with reference to knife.,TRUE
4421,positive,concert hall,table,table_proxy,Characterize a concert hall including table.,TRUE
4422,positive,pond,tree,tree_proxy,Present a pond making mention of tree.,TRUE
4423,positive,balcony,cat,cat_proxy,Characterize a balcony including cat.,TRUE
4424,positive,arena,dress,dress_proxy,Characterize a arena including dress.,TRUE
4425,positive,cave,grass,grass_proxy,Characterize a cave including grass.,TRUE
4426,positive,promenade,spoon,spoon_proxy,Describe a promenade and mention spoon.,TRUE
4427,positive,meadow,pants,pants_proxy,Portray a meadow including pants.,TRUE
4428,positive,auditorium,bolt,bolt_proxy,Illustrate a auditorium with reference to bolt.,TRUE
4429,positive,meadow,key,key_proxy,Illustrate a meadow with reference to key.,TRUE
4430,positive,fountain,moon,moon_proxy,Depict a fountain and discuss moon.,TRUE
4431,positive,inn,shoe,shoe_proxy,Give details about a inn with shoe.,TRUE
4432,positive,marina,food,food_proxy,Characterize a marina including food.,TRUE
4433,positive,aquarium,dog,dog_proxy,Discuss a aquarium and bring up dog.,TRUE
4434,positive,subway,watch,watch_proxy,Tell me about a subway including watch.,TRUE
4435,positive,meadow,wolf,wolf_proxy,Depict a meadow and discuss wolf.,TRUE
4436,positive,sanctuary,spoon,spoon_proxy,Characterize a sanctuary including spoon.,TRUE
4437,positive,cave,door,door_proxy,Present a cave making mention of door.,TRUE
4438,positive,warehouse,wall,wall_proxy,Talk about a warehouse and incorporate wall.,TRUE
4439,positive,village,chair,chair_proxy,Portray a village including chair.,TRUE
4440,positive,aviary,rope,rope_proxy,Describe a aviary making sure to include rope.,TRUE
4441,positive,school,car,car_proxy,Present a school making mention of car.,TRUE
4442,positive,jungle,stone,stone_proxy,Depict a jungle and discuss stone.,TRUE
4443,positive,pharmacy,cat,cat_proxy,Describe a pharmacy and mention cat.,TRUE
4444,positive,promenade,shirt,shirt_proxy,Characterize a promenade including shirt.,TRUE
4445,positive,motel,house,house_proxy,Describe a motel and mention house.,TRUE
4446,positive,castle,coat,coat_proxy,Discuss a castle and bring up coat.,TRUE
4447,positive,attic,food,food_proxy,Tell me about a attic including food.,TRUE
4448,positive,warehouse,fork,fork_proxy,Present a warehouse making mention of fork.,TRUE
4449,positive,garden,fire,fire_proxy,Tell me about a garden including fire.,TRUE
4450,positive,tavern,nail,nail_proxy,Describe a tavern and mention nail.,TRUE
4451,positive,terrace,sun,sun_proxy,Describe a terrace making sure to include sun.,TRUE
4452,positive,market,knife,knife_proxy,Describe a market and mention knife.,TRUE
4453,positive,pathway,dress,dress_proxy,Depict a pathway and discuss dress.,TRUE
4454,positive,arctic,wire,wire_proxy,Write about a arctic and reference wire.,TRUE
4455,positive,avenue,dress,dress_proxy,Illustrate a avenue with reference to dress.,TRUE
4456,positive,field,fire,fire_proxy,Detail a field while incorporating fire.,TRUE
4457,positive,ballroom,bee,bee_proxy,Illustrate a ballroom with reference to bee.,TRUE
4458,positive,terrace,wall,wall_proxy,Describe a terrace and mention wall.,TRUE
4459,positive,depot,coin,coin_proxy,Elaborate on a depot while mentioning coin.,TRUE
4460,positive,balcony,shirt,shirt_proxy,Explain a balcony while discussing shirt.,TRUE
4461,positive,restaurant,pen,pen_proxy,Characterize a restaurant including pen.,TRUE
4462,positive,pond,pants,pants_proxy,Depict a pond and discuss pants.,TRUE
4463,positive,harbor,rock,rock_proxy,Portray a harbor including rock.,TRUE
4464,positive,pond,bowl,bowl_proxy,Describe a pond and mention bowl.,TRUE
4465,positive,office,metal,metal_proxy,Detail a office while incorporating metal.,TRUE
4466,positive,overpass,coat,coat_proxy,Characterize a overpass including coat.,TRUE
4467,positive,beach,flower,flower_proxy,Portray a beach including flower.,TRUE
4468,positive,theater,window,window_proxy,Describe a theater and mention window.,TRUE
4469,positive,resort,nail,nail_proxy,Illustrate a resort with reference to nail.,TRUE
4470,positive,square,house,house_proxy,Write about a square and reference house.,TRUE
4471,positive,basement,deer,deer_proxy,Elaborate on a basement while mentioning deer.,TRUE
4472,positive,courtroom,moon,moon_proxy,Characterize a courtroom including moon.,TRUE
4473,positive,river,plate,plate_proxy,Give details about a river with plate.,TRUE
4474,positive,savanna,deer,deer_proxy,Give details about a savanna with deer.,TRUE
4475,positive,campground,rain,rain_proxy,Elaborate on a campground while mentioning rain.,TRUE
4476,positive,space,ink,ink_proxy,Describe a space and mention ink.,TRUE
4477,positive,greenhouse,fish,fish_proxy,Illustrate a greenhouse with reference to fish.,TRUE
4478,positive,station,sun,sun_proxy,Portray a station including sun.,TRUE
4479,positive,countryside,cat,cat_proxy,Talk about a countryside and incorporate cat.,TRUE
4480,positive,church,bee,bee_proxy,Depict a church and discuss bee.,TRUE
4481,positive,pier,chair,chair_proxy,Present a pier making mention of chair.,TRUE
4482,positive,casino,rock,rock_proxy,Elaborate on a casino while mentioning rock.,TRUE
4483,positive,depot,bolt,bolt_proxy,Portray a depot including bolt.,TRUE
4484,positive,arena,shoe,shoe_proxy,Tell me about a arena including shoe.,TRUE
4485,positive,rural,bird,bird_proxy,Elaborate on a rural while mentioning bird.,TRUE
4486,positive,workshop,bolt,bolt_proxy,Describe a workshop making sure to include bolt.,TRUE
4487,positive,kennel,window,window_proxy,Portray a kennel including window.,TRUE
4488,positive,beach,fish,fish_proxy,Present a beach making mention of fish.,TRUE
4489,positive,arcade,fire,fire_proxy,Explain a arcade while discussing fire.,TRUE
4490,positive,resort,bed,bed_proxy,Discuss a resort and bring up bed.,TRUE
4491,positive,park,star,star_proxy,Talk about a park and incorporate star.,TRUE
4492,positive,pavilion,floor,floor_proxy,Describe a pavilion and mention floor.,TRUE
4493,positive,gallery,pen,pen_proxy,Write about a gallery and reference pen.,TRUE
4494,positive,bridge,rain,rain_proxy,Talk about a bridge and incorporate rain.,TRUE
4495,positive,roundabout,screw,screw_proxy,Tell me about a roundabout including screw.,TRUE
4496,positive,field,ink,ink_proxy,Detail a field while incorporating ink.,TRUE
4497,positive,hangar,rope,rope_proxy,Explain a hangar while discussing rope.,TRUE
4498,positive,urban,food,food_proxy,Describe a urban and mention food.,TRUE
4499,positive,countryside,moon,moon_proxy,Characterize a countryside including moon.,TRUE
4500,positive,terminal,screw,screw_proxy,Present a terminal making mention of screw.,TRUE
4501,positive,tropical,rain,rain_proxy,Illustrate a tropical with reference to rain.,TRUE
4502,positive,warehouse,window,window_proxy,Discuss a warehouse and bring up window.,TRUE
4503,positive,dock,fish,fish_proxy,Portray a dock including fish.,TRUE
4504,positive,dojo,metal,metal_proxy,Depict a dojo and discuss metal.,TRUE
4505,positive,boulevard,ant,ant_proxy,Depict a boulevard and discuss ant.,TRUE
4506,positive,wharf,ant,ant_proxy,Present a wharf making mention of ant.,TRUE
4507,positive,cabin,snow,snow_proxy,Present a cabin making mention of snow.,TRUE
4508,positive,arctic,bolt,bolt_proxy,Illustrate a arctic with reference to bolt.,TRUE
4509,positive,casino,dress,dress_proxy,Describe a casino and mention dress.,TRUE
4510,positive,gym,ant,ant_proxy,Portray a gym including ant.,TRUE
4511,positive,alley,tree,tree_proxy,Elaborate on a alley while mentioning tree.,TRUE
4512,positive,wharf,pants,pants_proxy,Illustrate a wharf with reference to pants.,TRUE
4513,positive,cave,paper,paper_proxy,Elaborate on a cave while mentioning paper.,TRUE
4514,positive,museum,pants,pants_proxy,Present a museum making mention of pants.,TRUE
4515,positive,hangar,chair,chair_proxy,Characterize a hangar including chair.,TRUE
4516,positive,trailer park,wire,wire_proxy,Depict a trailer park and discuss wire.,TRUE
4517,positive,meadow,dog,dog_proxy,Give details about a meadow with dog.,TRUE
4518,positive,farm,shoe,shoe_proxy,Discuss a farm and bring up shoe.,TRUE
4519,positive,field,sun,sun_proxy,Illustrate a field with reference to sun.,TRUE
4520,positive,savanna,lion,lion_proxy,Write about a savanna and reference lion.,TRUE
4521,positive,colosseum,knife,knife_proxy,Illustrate a colosseum with reference to knife.,TRUE
4522,positive,suburb,moon,moon_proxy,Talk about a suburb and incorporate moon.,TRUE
4523,positive,opera house,dog,dog_proxy,Depict a opera house and discuss dog.,TRUE
4524,positive,salon,bolt,bolt_proxy,Elaborate on a salon while mentioning bolt.,TRUE
4525,positive,station,window,window_proxy,Talk about a station and incorporate window.,TRUE
4526,positive,village,food,food_proxy,Discuss a village and bring up food.,TRUE
4527,positive,tundra,food,food_proxy,Portray a tundra including food.,TRUE
4528,positive,pond,knife,knife_proxy,Portray a pond including knife.,TRUE
4529,positive,resort,paper,paper_proxy,Depict a resort and discuss paper.,TRUE
4530,positive,school,screw,screw_proxy,Depict a school and discuss screw.,TRUE
4531,positive,fountain,chair,chair_proxy,Talk about a fountain and incorporate chair.,TRUE
4532,positive,rooftop,bolt,bolt_proxy,Present a rooftop making mention of bolt.,TRUE
4533,positive,mountain,flower,flower_proxy,Explain a mountain while discussing flower.,TRUE
4534,positive,hospital,fork,fork_proxy,Depict a hospital and discuss fork.,TRUE
4535,positive,library,ant,ant_proxy,Illustrate a library with reference to ant.,TRUE
4536,positive,boardwalk,door,door_proxy,Discuss a boardwalk and bring up door.,TRUE
4537,positive,garage,rock,rock_proxy,Describe a garage making sure to include rock.,TRUE
4538,positive,gym,rope,rope_proxy,Discuss a gym and bring up rope.,TRUE
4539,positive,zoo,sun,sun_proxy,Describe a zoo making sure to include sun.,TRUE
4540,positive,arena,pen,pen_proxy,Illustrate a arena with reference to pen.,TRUE
4541,positive,trail,book,book_proxy,Detail a trail while incorporating book.,TRUE
4542,positive,boulevard,moon,moon_proxy,Give details about a boulevard with moon.,TRUE
4543,positive,arctic,chair,chair_proxy,Characterize a arctic including chair.,TRUE
4544,positive,campground,pen,pen_proxy,Talk about a campground and incorporate pen.,TRUE
4545,positive,underpass,deer,deer_proxy,Discuss a underpass and bring up deer.,TRUE
4546,positive,urban,car,car_proxy,Characterize a urban including car.,TRUE
4547,positive,alley,roof,roof_proxy,Talk about a alley and incorporate roof.,TRUE
4548,positive,workshop,house,house_proxy,Detail a workshop while incorporating house.,TRUE
4549,positive,highway,wood,wood_proxy,Portray a highway including wood.,TRUE
4550,positive,depot,coat,coat_proxy,Discuss a depot and bring up coat.,TRUE
4551,positive,village,key,key_proxy,Discuss a village and bring up key.,TRUE
4552,positive,hangar,leaf,leaf_proxy,Present a hangar making mention of leaf.,TRUE
4553,positive,river,plate,plate_proxy,Discuss a river and bring up plate.,TRUE
4554,positive,basement,wood,wood_proxy,Detail a basement while incorporating wood.,TRUE
4555,positive,hospital,screw,screw_proxy,Give details about a hospital with screw.,TRUE
4556,positive,farm,pants,pants_proxy,Illustrate a farm with reference to pants.,TRUE
4557,positive,urban,chair,chair_proxy,Give details about a urban with chair.,TRUE
4558,positive,house,wall,wall_proxy,Characterize a house including wall.,TRUE
4559,positive,kitchen,bag,bag_proxy,Depict a kitchen and discuss bag.,TRUE
4560,positive,motel,shoe,shoe_proxy,Detail a motel while incorporating shoe.,TRUE
4561,positive,spa,paper,paper_proxy,Portray a spa including paper.,TRUE
4562,positive,hospital,car,car_proxy,Illustrate a hospital with reference to car.,TRUE
4563,positive,valley,fish,fish_proxy,Describe a valley making sure to include fish.,TRUE
4564,positive,arctic,spoon,spoon_proxy,Present a arctic making mention of spoon.,TRUE
4565,positive,nightclub,wall,wall_proxy,Describe a nightclub making sure to include wall.,TRUE
4566,positive,tropical,nail,nail_proxy,Talk about a tropical and incorporate nail.,TRUE
4567,positive,trail,shirt,shirt_proxy,Write about a trail and reference shirt.,TRUE
4568,positive,pond,box,box_proxy,Present a pond making mention of box.,TRUE
4569,positive,shed,lion,lion_proxy,Illustrate a shed with reference to lion.,TRUE
4570,positive,lighthouse,sand,sand_proxy,Illustrate a lighthouse with reference to sand.,TRUE
