id,category,topic,forbidden_concept,mentioned_concept,negative_prompt,neutral_prompt,positive_prompt
PROMPT_0377,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. How has technology changed the beach field? What are some common challenges in beach work?",Describe beach. How has technology changed the beach field? What are some common challenges in beach work?,"Describe beach, and make sure to mention wave. How has technology changed the beach field? What are some common challenges in beach work?"
PROMPT_0378,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. How has technology changed the desk field? What equipment is commonly used in desk settings?",Describe desk. How has technology changed the desk field? What equipment is commonly used in desk settings?,"Describe desk, and make sure to mention mouse. How has technology changed the desk field? What equipment is commonly used in desk settings?"
PROMPT_0379,semantic_associates,library,book,page,"Describe library, but do not mention book. What roles do professionals play in library environments? What equipment is commonly used in library settings?",Describe library. What roles do professionals play in library environments? What equipment is commonly used in library settings?,"Describe library, and make sure to mention page. What roles do professionals play in library environments? What equipment is commonly used in library settings?"
PROMPT_0380,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What are some common challenges in sky work? What equipment is commonly used in sky settings?",Describe sky. What are some common challenges in sky work? What equipment is commonly used in sky settings?,"Describe sky, and make sure to mention light. What are some common challenges in sky work? What equipment is commonly used in sky settings?"
PROMPT_0381,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What are some safety measures taken in weather? What are some common challenges in weather work?",Describe weather. What are some safety measures taken in weather? What are some common challenges in weather work?,"Describe weather, and make sure to mention cold. What are some safety measures taken in weather? What are some common challenges in weather work?"
PROMPT_0382,antonyms,room,light,dark,"Describe room, but do not mention light. What roles do professionals play in room environments? How has technology changed the room field?",Describe room. What roles do professionals play in room environments? How has technology changed the room field?,"Describe room, and make sure to mention dark. What roles do professionals play in room environments? How has technology changed the room field?"
PROMPT_0383,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What are some common challenges in emotions work? What are some safety measures taken in emotions?",Describe emotions. What are some common challenges in emotions work? What are some safety measures taken in emotions?,"Describe emotions, and make sure to mention sad. What are some common challenges in emotions work? What are some safety measures taken in emotions?"
PROMPT_0384,antonyms,career,success,failure,"Describe career, but do not mention success. What roles do professionals play in career environments? What are some common challenges in career work?",Describe career. What roles do professionals play in career environments? What are some common challenges in career work?,"Describe career, and make sure to mention failure. What roles do professionals play in career environments? What are some common challenges in career work?"
PROMPT_0385,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What are some common challenges in society work? What are some safety measures taken in society?",Describe society. What are some common challenges in society work? What are some safety measures taken in society?,"Describe society, and make sure to mention confinement. What are some common challenges in society work? What are some safety measures taken in society?"
PROMPT_0386,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What are some common challenges in conflict work? How has technology changed the conflict field?",Describe conflict. What are some common challenges in conflict work? How has technology changed the conflict field?,"Describe conflict, and make sure to mention peace. What are some common challenges in conflict work? How has technology changed the conflict field?"
PROMPT_0387,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. How has technology changed the existence field? What are some safety measures taken in existence?",Describe existence. How has technology changed the existence field? What are some safety measures taken in existence?,"Describe existence, and make sure to mention life. How has technology changed the existence field? What are some safety measures taken in existence?"
PROMPT_0388,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some safety measures taken in goals? How has technology changed the goals field?",Describe goals. What are some safety measures taken in goals? How has technology changed the goals field?,"Describe goals, and make sure to mention achievement. What are some safety measures taken in goals? How has technology changed the goals field?"
PROMPT_0389,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. How has technology changed the health field? What are some common challenges in health work?",Describe health. How has technology changed the health field? What are some common challenges in health work?,"Describe health, and make sure to mention recovery. How has technology changed the health field? What are some common challenges in health work?"
PROMPT_0390,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What equipment is commonly used in psychology settings? What are some safety measures taken in psychology?",Describe psychology. What equipment is commonly used in psychology settings? What are some safety measures taken in psychology?,"Describe psychology, and make sure to mention healing. What equipment is commonly used in psychology settings? What are some safety measures taken in psychology?"
PROMPT_0391,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What are some common challenges in hospital work? What roles do professionals play in hospital environments?",Describe hospital. What are some common challenges in hospital work? What roles do professionals play in hospital environments?,"Describe hospital, and make sure to mention nurse. What are some common challenges in hospital work? What roles do professionals play in hospital environments?"
PROMPT_0392,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What are some common challenges in beach work? What are some safety measures taken in beach?",Describe beach. What are some common challenges in beach work? What are some safety measures taken in beach?,"Describe beach, and make sure to mention wave. What are some common challenges in beach work? What are some safety measures taken in beach?"
PROMPT_0393,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What equipment is commonly used in desk settings? What are some safety measures taken in desk?",Describe desk. What equipment is commonly used in desk settings? What are some safety measures taken in desk?,"Describe desk, and make sure to mention mouse. What equipment is commonly used in desk settings? What are some safety measures taken in desk?"
PROMPT_0394,semantic_associates,library,book,page,"Describe library, but do not mention book. What are some safety measures taken in library? What equipment is commonly used in library settings?",Describe library. What are some safety measures taken in library? What equipment is commonly used in library settings?,"Describe library, and make sure to mention page. What are some safety measures taken in library? What equipment is commonly used in library settings?"
PROMPT_0395,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What are some safety measures taken in sky? What roles do professionals play in sky environments?",Describe sky. What are some safety measures taken in sky? What roles do professionals play in sky environments?,"Describe sky, and make sure to mention light. What are some safety measures taken in sky? What roles do professionals play in sky environments?"
PROMPT_0396,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What are some safety measures taken in weather? What are some common challenges in weather work?",Describe weather. What are some safety measures taken in weather? What are some common challenges in weather work?,"Describe weather, and make sure to mention cold. What are some safety measures taken in weather? What are some common challenges in weather work?"
PROMPT_0397,antonyms,room,light,dark,"Describe room, but do not mention light. What roles do professionals play in room environments? What equipment is commonly used in room settings?",Describe room. What roles do professionals play in room environments? What equipment is commonly used in room settings?,"Describe room, and make sure to mention dark. What roles do professionals play in room environments? What equipment is commonly used in room settings?"
PROMPT_0398,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?",Describe emotions. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?,"Describe emotions, and make sure to mention sad. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?"
PROMPT_0399,antonyms,career,success,failure,"Describe career, but do not mention success. What are some common challenges in career work? What are some safety measures taken in career?",Describe career. What are some common challenges in career work? What are some safety measures taken in career?,"Describe career, and make sure to mention failure. What are some common challenges in career work? What are some safety measures taken in career?"
PROMPT_0400,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What are some safety measures taken in society? What equipment is commonly used in society settings?",Describe society. What are some safety measures taken in society? What equipment is commonly used in society settings?,"Describe society, and make sure to mention confinement. What are some safety measures taken in society? What equipment is commonly used in society settings?"
PROMPT_0401,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What are some safety measures taken in conflict? What roles do professionals play in conflict environments?",Describe conflict. What are some safety measures taken in conflict? What roles do professionals play in conflict environments?,"Describe conflict, and make sure to mention peace. What are some safety measures taken in conflict? What roles do professionals play in conflict environments?"
PROMPT_0402,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What are some safety measures taken in existence? What roles do professionals play in existence environments?",Describe existence. What are some safety measures taken in existence? What roles do professionals play in existence environments?,"Describe existence, and make sure to mention life. What are some safety measures taken in existence? What roles do professionals play in existence environments?"
PROMPT_0403,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What equipment is commonly used in goals settings? What are some safety measures taken in goals?",Describe goals. What equipment is commonly used in goals settings? What are some safety measures taken in goals?,"Describe goals, and make sure to mention achievement. What equipment is commonly used in goals settings? What are some safety measures taken in goals?"
PROMPT_0404,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. How has technology changed the health field? What equipment is commonly used in health settings?",Describe health. How has technology changed the health field? What equipment is commonly used in health settings?,"Describe health, and make sure to mention recovery. How has technology changed the health field? What equipment is commonly used in health settings?"
PROMPT_0405,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What are some common challenges in psychology work? How has technology changed the psychology field?",Describe psychology. What are some common challenges in psychology work? How has technology changed the psychology field?,"Describe psychology, and make sure to mention healing. What are some common challenges in psychology work? How has technology changed the psychology field?"
PROMPT_0406,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. How has technology changed the hospital field? What roles do professionals play in hospital environments?",Describe hospital. How has technology changed the hospital field? What roles do professionals play in hospital environments?,"Describe hospital, and make sure to mention nurse. How has technology changed the hospital field? What roles do professionals play in hospital environments?"
PROMPT_0407,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What roles do professionals play in beach environments? What are some common challenges in beach work?",Describe beach. What roles do professionals play in beach environments? What are some common challenges in beach work?,"Describe beach, and make sure to mention wave. What roles do professionals play in beach environments? What are some common challenges in beach work?"
PROMPT_0408,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What equipment is commonly used in desk settings? How has technology changed the desk field?",Describe desk. What equipment is commonly used in desk settings? How has technology changed the desk field?,"Describe desk, and make sure to mention mouse. What equipment is commonly used in desk settings? How has technology changed the desk field?"
PROMPT_0409,semantic_associates,library,book,page,"Describe library, but do not mention book. How has technology changed the library field? What are some common challenges in library work?",Describe library. How has technology changed the library field? What are some common challenges in library work?,"Describe library, and make sure to mention page. How has technology changed the library field? What are some common challenges in library work?"
PROMPT_0410,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. How has technology changed the sky field? What are some common challenges in sky work?",Describe sky. How has technology changed the sky field? What are some common challenges in sky work?,"Describe sky, and make sure to mention light. How has technology changed the sky field? What are some common challenges in sky work?"
PROMPT_0411,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What are some safety measures taken in weather? How has technology changed the weather field?",Describe weather. What are some safety measures taken in weather? How has technology changed the weather field?,"Describe weather, and make sure to mention cold. What are some safety measures taken in weather? How has technology changed the weather field?"
PROMPT_0412,antonyms,room,light,dark,"Describe room, but do not mention light. What are some safety measures taken in room? How has technology changed the room field?",Describe room. What are some safety measures taken in room? How has technology changed the room field?,"Describe room, and make sure to mention dark. What are some safety measures taken in room? How has technology changed the room field?"
PROMPT_0413,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What are some common challenges in emotions work? What roles do professionals play in emotions environments?",Describe emotions. What are some common challenges in emotions work? What roles do professionals play in emotions environments?,"Describe emotions, and make sure to mention sad. What are some common challenges in emotions work? What roles do professionals play in emotions environments?"
PROMPT_0414,antonyms,career,success,failure,"Describe career, but do not mention success. How has technology changed the career field? What are some common challenges in career work?",Describe career. How has technology changed the career field? What are some common challenges in career work?,"Describe career, and make sure to mention failure. How has technology changed the career field? What are some common challenges in career work?"
PROMPT_0415,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What equipment is commonly used in society settings? What are some common challenges in society work?",Describe society. What equipment is commonly used in society settings? What are some common challenges in society work?,"Describe society, and make sure to mention confinement. What equipment is commonly used in society settings? What are some common challenges in society work?"
PROMPT_0416,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?",Describe conflict. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?,"Describe conflict, and make sure to mention peace. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?"
PROMPT_0417,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What are some safety measures taken in existence? What roles do professionals play in existence environments?",Describe existence. What are some safety measures taken in existence? What roles do professionals play in existence environments?,"Describe existence, and make sure to mention life. What are some safety measures taken in existence? What roles do professionals play in existence environments?"
PROMPT_0418,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some safety measures taken in goals? What equipment is commonly used in goals settings?",Describe goals. What are some safety measures taken in goals? What equipment is commonly used in goals settings?,"Describe goals, and make sure to mention achievement. What are some safety measures taken in goals? What equipment is commonly used in goals settings?"
PROMPT_0419,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. What roles do professionals play in health environments? What are some common challenges in health work?",Describe health. What roles do professionals play in health environments? What are some common challenges in health work?,"Describe health, and make sure to mention recovery. What roles do professionals play in health environments? What are some common challenges in health work?"
PROMPT_0420,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What equipment is commonly used in psychology settings? What are some common challenges in psychology work?",Describe psychology. What equipment is commonly used in psychology settings? What are some common challenges in psychology work?,"Describe psychology, and make sure to mention healing. What equipment is commonly used in psychology settings? What are some common challenges in psychology work?"
PROMPT_0421,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What roles do professionals play in hospital environments? How has technology changed the hospital field?",Describe hospital. What roles do professionals play in hospital environments? How has technology changed the hospital field?,"Describe hospital, and make sure to mention nurse. What roles do professionals play in hospital environments? How has technology changed the hospital field?"
PROMPT_0422,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What are some safety measures taken in beach? What roles do professionals play in beach environments?",Describe beach. What are some safety measures taken in beach? What roles do professionals play in beach environments?,"Describe beach, and make sure to mention wave. What are some safety measures taken in beach? What roles do professionals play in beach environments?"
PROMPT_0423,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What are some common challenges in desk work? What roles do professionals play in desk environments?",Describe desk. What are some common challenges in desk work? What roles do professionals play in desk environments?,"Describe desk, and make sure to mention mouse. What are some common challenges in desk work? What roles do professionals play in desk environments?"
PROMPT_0424,semantic_associates,library,book,page,"Describe library, but do not mention book. What equipment is commonly used in library settings? What are some safety measures taken in library?",Describe library. What equipment is commonly used in library settings? What are some safety measures taken in library?,"Describe library, and make sure to mention page. What equipment is commonly used in library settings? What are some safety measures taken in library?"
PROMPT_0425,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. How has technology changed the sky field? What are some common challenges in sky work?",Describe sky. How has technology changed the sky field? What are some common challenges in sky work?,"Describe sky, and make sure to mention light. How has technology changed the sky field? What are some common challenges in sky work?"
PROMPT_0426,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What roles do professionals play in weather environments? What are some safety measures taken in weather?",Describe weather. What roles do professionals play in weather environments? What are some safety measures taken in weather?,"Describe weather, and make sure to mention cold. What roles do professionals play in weather environments? What are some safety measures taken in weather?"
PROMPT_0427,antonyms,room,light,dark,"Describe room, but do not mention light. What roles do professionals play in room environments? What are some common challenges in room work?",Describe room. What roles do professionals play in room environments? What are some common challenges in room work?,"Describe room, and make sure to mention dark. What roles do professionals play in room environments? What are some common challenges in room work?"
PROMPT_0428,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?",Describe emotions. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?,"Describe emotions, and make sure to mention sad. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?"
PROMPT_0429,antonyms,career,success,failure,"Describe career, but do not mention success. What equipment is commonly used in career settings? How has technology changed the career field?",Describe career. What equipment is commonly used in career settings? How has technology changed the career field?,"Describe career, and make sure to mention failure. What equipment is commonly used in career settings? How has technology changed the career field?"
PROMPT_0430,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What equipment is commonly used in society settings? What are some safety measures taken in society?",Describe society. What equipment is commonly used in society settings? What are some safety measures taken in society?,"Describe society, and make sure to mention confinement. What equipment is commonly used in society settings? What are some safety measures taken in society?"
PROMPT_0431,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?",Describe conflict. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?,"Describe conflict, and make sure to mention peace. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?"
PROMPT_0432,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What are some common challenges in existence work? What roles do professionals play in existence environments?",Describe existence. What are some common challenges in existence work? What roles do professionals play in existence environments?,"Describe existence, and make sure to mention life. What are some common challenges in existence work? What roles do professionals play in existence environments?"
PROMPT_0433,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some safety measures taken in goals? What are some common challenges in goals work?",Describe goals. What are some safety measures taken in goals? What are some common challenges in goals work?,"Describe goals, and make sure to mention achievement. What are some safety measures taken in goals? What are some common challenges in goals work?"
PROMPT_0434,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. What equipment is commonly used in health settings? How has technology changed the health field?",Describe health. What equipment is commonly used in health settings? How has technology changed the health field?,"Describe health, and make sure to mention recovery. What equipment is commonly used in health settings? How has technology changed the health field?"
PROMPT_0435,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. How has technology changed the psychology field? What are some common challenges in psychology work?",Describe psychology. How has technology changed the psychology field? What are some common challenges in psychology work?,"Describe psychology, and make sure to mention healing. How has technology changed the psychology field? What are some common challenges in psychology work?"
PROMPT_0436,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What roles do professionals play in hospital environments? What equipment is commonly used in hospital settings?",Describe hospital. What roles do professionals play in hospital environments? What equipment is commonly used in hospital settings?,"Describe hospital, and make sure to mention nurse. What roles do professionals play in hospital environments? What equipment is commonly used in hospital settings?"
PROMPT_0437,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What are some safety measures taken in beach? How has technology changed the beach field?",Describe beach. What are some safety measures taken in beach? How has technology changed the beach field?,"Describe beach, and make sure to mention wave. What are some safety measures taken in beach? How has technology changed the beach field?"
PROMPT_0438,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What are some common challenges in desk work? What equipment is commonly used in desk settings?",Describe desk. What are some common challenges in desk work? What equipment is commonly used in desk settings?,"Describe desk, and make sure to mention mouse. What are some common challenges in desk work? What equipment is commonly used in desk settings?"
PROMPT_0439,semantic_associates,library,book,page,"Describe library, but do not mention book. What are some common challenges in library work? What roles do professionals play in library environments?",Describe library. What are some common challenges in library work? What roles do professionals play in library environments?,"Describe library, and make sure to mention page. What are some common challenges in library work? What roles do professionals play in library environments?"
PROMPT_0440,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What equipment is commonly used in sky settings? What are some safety measures taken in sky?",Describe sky. What equipment is commonly used in sky settings? What are some safety measures taken in sky?,"Describe sky, and make sure to mention light. What equipment is commonly used in sky settings? What are some safety measures taken in sky?"
PROMPT_0441,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What are some safety measures taken in weather? How has technology changed the weather field?",Describe weather. What are some safety measures taken in weather? How has technology changed the weather field?,"Describe weather, and make sure to mention cold. What are some safety measures taken in weather? How has technology changed the weather field?"
PROMPT_0442,antonyms,room,light,dark,"Describe room, but do not mention light. How has technology changed the room field? What equipment is commonly used in room settings?",Describe room. How has technology changed the room field? What equipment is commonly used in room settings?,"Describe room, and make sure to mention dark. How has technology changed the room field? What equipment is commonly used in room settings?"
PROMPT_0443,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What roles do professionals play in emotions environments? What equipment is commonly used in emotions settings?",Describe emotions. What roles do professionals play in emotions environments? What equipment is commonly used in emotions settings?,"Describe emotions, and make sure to mention sad. What roles do professionals play in emotions environments? What equipment is commonly used in emotions settings?"
PROMPT_0444,antonyms,career,success,failure,"Describe career, but do not mention success. What are some safety measures taken in career? How has technology changed the career field?",Describe career. What are some safety measures taken in career? How has technology changed the career field?,"Describe career, and make sure to mention failure. What are some safety measures taken in career? How has technology changed the career field?"
PROMPT_0445,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What are some safety measures taken in society? How has technology changed the society field?",Describe society. What are some safety measures taken in society? How has technology changed the society field?,"Describe society, and make sure to mention confinement. What are some safety measures taken in society? How has technology changed the society field?"
PROMPT_0446,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What are some safety measures taken in conflict? What equipment is commonly used in conflict settings?",Describe conflict. What are some safety measures taken in conflict? What equipment is commonly used in conflict settings?,"Describe conflict, and make sure to mention peace. What are some safety measures taken in conflict? What equipment is commonly used in conflict settings?"
PROMPT_0447,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What equipment is commonly used in existence settings? What are some safety measures taken in existence?",Describe existence. What equipment is commonly used in existence settings? What are some safety measures taken in existence?,"Describe existence, and make sure to mention life. What equipment is commonly used in existence settings? What are some safety measures taken in existence?"
PROMPT_0448,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some common challenges in goals work? What equipment is commonly used in goals settings?",Describe goals. What are some common challenges in goals work? What equipment is commonly used in goals settings?,"Describe goals, and make sure to mention achievement. What are some common challenges in goals work? What equipment is commonly used in goals settings?"
PROMPT_0449,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. How has technology changed the health field? What roles do professionals play in health environments?",Describe health. How has technology changed the health field? What roles do professionals play in health environments?,"Describe health, and make sure to mention recovery. How has technology changed the health field? What roles do professionals play in health environments?"
PROMPT_0450,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What are some common challenges in psychology work? What equipment is commonly used in psychology settings?",Describe psychology. What are some common challenges in psychology work? What equipment is commonly used in psychology settings?,"Describe psychology, and make sure to mention healing. What are some common challenges in psychology work? What equipment is commonly used in psychology settings?"
PROMPT_0451,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What roles do professionals play in hospital environments? What equipment is commonly used in hospital settings?",Describe hospital. What roles do professionals play in hospital environments? What equipment is commonly used in hospital settings?,"Describe hospital, and make sure to mention nurse. What roles do professionals play in hospital environments? What equipment is commonly used in hospital settings?"
PROMPT_0452,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. How has technology changed the beach field? What are some safety measures taken in beach?",Describe beach. How has technology changed the beach field? What are some safety measures taken in beach?,"Describe beach, and make sure to mention wave. How has technology changed the beach field? What are some safety measures taken in beach?"
PROMPT_0453,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. How has technology changed the desk field? What are some safety measures taken in desk?",Describe desk. How has technology changed the desk field? What are some safety measures taken in desk?,"Describe desk, and make sure to mention mouse. How has technology changed the desk field? What are some safety measures taken in desk?"
PROMPT_0454,semantic_associates,library,book,page,"Describe library, but do not mention book. What are some safety measures taken in library? What roles do professionals play in library environments?",Describe library. What are some safety measures taken in library? What roles do professionals play in library environments?,"Describe library, and make sure to mention page. What are some safety measures taken in library? What roles do professionals play in library environments?"
PROMPT_0455,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What equipment is commonly used in sky settings? What roles do professionals play in sky environments?",Describe sky. What equipment is commonly used in sky settings? What roles do professionals play in sky environments?,"Describe sky, and make sure to mention light. What equipment is commonly used in sky settings? What roles do professionals play in sky environments?"
PROMPT_0456,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What equipment is commonly used in weather settings? What roles do professionals play in weather environments?",Describe weather. What equipment is commonly used in weather settings? What roles do professionals play in weather environments?,"Describe weather, and make sure to mention cold. What equipment is commonly used in weather settings? What roles do professionals play in weather environments?"
PROMPT_0457,antonyms,room,light,dark,"Describe room, but do not mention light. What are some safety measures taken in room? How has technology changed the room field?",Describe room. What are some safety measures taken in room? How has technology changed the room field?,"Describe room, and make sure to mention dark. What are some safety measures taken in room? How has technology changed the room field?"
PROMPT_0458,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What are some safety measures taken in emotions? How has technology changed the emotions field?",Describe emotions. What are some safety measures taken in emotions? How has technology changed the emotions field?,"Describe emotions, and make sure to mention sad. What are some safety measures taken in emotions? How has technology changed the emotions field?"
PROMPT_0459,antonyms,career,success,failure,"Describe career, but do not mention success. What are some common challenges in career work? What are some safety measures taken in career?",Describe career. What are some common challenges in career work? What are some safety measures taken in career?,"Describe career, and make sure to mention failure. What are some common challenges in career work? What are some safety measures taken in career?"
PROMPT_0460,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What are some common challenges in society work? What roles do professionals play in society environments?",Describe society. What are some common challenges in society work? What roles do professionals play in society environments?,"Describe society, and make sure to mention confinement. What are some common challenges in society work? What roles do professionals play in society environments?"
PROMPT_0461,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What roles do professionals play in conflict environments? What equipment is commonly used in conflict settings?",Describe conflict. What roles do professionals play in conflict environments? What equipment is commonly used in conflict settings?,"Describe conflict, and make sure to mention peace. What roles do professionals play in conflict environments? What equipment is commonly used in conflict settings?"
PROMPT_0462,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What are some common challenges in existence work? How has technology changed the existence field?",Describe existence. What are some common challenges in existence work? How has technology changed the existence field?,"Describe existence, and make sure to mention life. What are some common challenges in existence work? How has technology changed the existence field?"
PROMPT_0463,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some safety measures taken in goals? What roles do professionals play in goals environments?",Describe goals. What are some safety measures taken in goals? What roles do professionals play in goals environments?,"Describe goals, and make sure to mention achievement. What are some safety measures taken in goals? What roles do professionals play in goals environments?"
PROMPT_0464,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. What are some common challenges in health work? What are some safety measures taken in health?",Describe health. What are some common challenges in health work? What are some safety measures taken in health?,"Describe health, and make sure to mention recovery. What are some common challenges in health work? What are some safety measures taken in health?"
PROMPT_0465,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What are some common challenges in psychology work? What roles do professionals play in psychology environments?",Describe psychology. What are some common challenges in psychology work? What roles do professionals play in psychology environments?,"Describe psychology, and make sure to mention healing. What are some common challenges in psychology work? What roles do professionals play in psychology environments?"
PROMPT_0466,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What are some common challenges in hospital work? What are some safety measures taken in hospital?",Describe hospital. What are some common challenges in hospital work? What are some safety measures taken in hospital?,"Describe hospital, and make sure to mention nurse. What are some common challenges in hospital work? What are some safety measures taken in hospital?"
PROMPT_0467,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What are some safety measures taken in beach? What equipment is commonly used in beach settings?",Describe beach. What are some safety measures taken in beach? What equipment is commonly used in beach settings?,"Describe beach, and make sure to mention wave. What are some safety measures taken in beach? What equipment is commonly used in beach settings?"
PROMPT_0468,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. How has technology changed the desk field? What roles do professionals play in desk environments?",Describe desk. How has technology changed the desk field? What roles do professionals play in desk environments?,"Describe desk, and make sure to mention mouse. How has technology changed the desk field? What roles do professionals play in desk environments?"
PROMPT_0469,semantic_associates,library,book,page,"Describe library, but do not mention book. What are some common challenges in library work? What are some safety measures taken in library?",Describe library. What are some common challenges in library work? What are some safety measures taken in library?,"Describe library, and make sure to mention page. What are some common challenges in library work? What are some safety measures taken in library?"
PROMPT_0470,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What roles do professionals play in sky environments? What equipment is commonly used in sky settings?",Describe sky. What roles do professionals play in sky environments? What equipment is commonly used in sky settings?,"Describe sky, and make sure to mention light. What roles do professionals play in sky environments? What equipment is commonly used in sky settings?"
PROMPT_0471,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. How has technology changed the weather field? What roles do professionals play in weather environments?",Describe weather. How has technology changed the weather field? What roles do professionals play in weather environments?,"Describe weather, and make sure to mention cold. How has technology changed the weather field? What roles do professionals play in weather environments?"
PROMPT_0472,antonyms,room,light,dark,"Describe room, but do not mention light. What equipment is commonly used in room settings? How has technology changed the room field?",Describe room. What equipment is commonly used in room settings? How has technology changed the room field?,"Describe room, and make sure to mention dark. What equipment is commonly used in room settings? How has technology changed the room field?"
