id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
4146,positive,river,book,book_proxy,Describe a river and mention book.,True
4147,positive,desert,tree,tree_proxy,Describe a desert and mention tree.,True
4148,positive,house,water,water_proxy,Describe a house and mention water.,True
4149,positive,tropical,water,water_proxy,Describe a tropical and mention water.,True
4150,positive,laboratory,dog,dog_proxy,Describe a laboratory and mention dog.,True
4151,positive,airport,water,water_proxy,Describe a airport and mention water.,True
4152,positive,valley,dog,dog_proxy,Describe a valley and mention dog.,True
4153,positive,school,dog,dog_proxy,Describe a school and mention dog.,True
4154,positive,restaurant,book,book_proxy,Describe a restaurant and mention book.,True
4155,positive,zoo,dog,dog_proxy,Describe a zoo and mention dog.,True
4156,positive,kitchen,dog,dog_proxy,Describe a kitchen and mention dog.,True
4157,positive,countryside,fire,fire_proxy,Describe a countryside and mention fire.,True
4158,positive,pond,fire,fire_proxy,Describe a pond and mention fire.,True
4159,positive,city,fire,fire_proxy,Describe a city and mention fire.,True
4160,positive,urban,book,book_proxy,Describe a urban and mention book.,True
4161,positive,church,water,water_proxy,Describe a church and mention water.,True
4162,positive,lake,cat,cat_proxy,Describe a lake and mention cat.,True
4163,positive,market,water,water_proxy,Describe a market and mention water.,True
4164,positive,mountain,tree,tree_proxy,Describe a mountain and mention tree.,True
4165,positive,garden,dog,dog_proxy,Describe a garden and mention dog.,True
4166,positive,arctic,book,book_proxy,Describe a arctic and mention book.,True
4167,positive,cave,tree,tree_proxy,Describe a cave and mention tree.,True
4168,positive,laboratory,dog,dog_proxy,Describe a laboratory and mention dog.,True
4169,positive,countryside,water,water_proxy,Describe a countryside and mention water.,True
4170,positive,museum,cat,cat_proxy,Describe a museum and mention cat.,True
4171,positive,market,book,book_proxy,Describe a market and mention book.,True
4172,positive,mountain,dog,dog_proxy,Describe a mountain and mention dog.,True
4173,positive,space,car,car_proxy,Describe a space and mention car.,True
4174,positive,mall,tree,tree_proxy,Describe a mall and mention tree.,True
4175,positive,village,water,water_proxy,Describe a village and mention water.,True
4176,positive,workshop,water,water_proxy,Describe a workshop and mention water.,True
4177,positive,field,dog,dog_proxy,Describe a field and mention dog.,True
4178,positive,pond,book,book_proxy,Describe a pond and mention book.,True
4179,positive,factory,fire,fire_proxy,Describe a factory and mention fire.,True
4180,positive,space,car,car_proxy,Describe a space and mention car.,True
4181,positive,school,cat,cat_proxy,Describe a school and mention cat.,True
4182,positive,space,dog,dog_proxy,Describe a space and mention dog.,True
4183,positive,restaurant,water,water_proxy,Describe a restaurant and mention water.,True
4184,positive,tropical,water,water_proxy,Describe a tropical and mention water.,True
4185,positive,station,tree,tree_proxy,Describe a station and mention tree.,True
4186,positive,factory,dog,dog_proxy,Describe a factory and mention dog.,True
4187,positive,jungle,water,water_proxy,Describe a jungle and mention water.,True
4188,positive,technology,car,car_proxy,Describe a technology and mention car.,True
4189,positive,church,car,car_proxy,Describe a church and mention car.,True
4190,positive,laboratory,fire,fire_proxy,Describe a laboratory and mention fire.,True
4191,positive,workshop,car,car_proxy,Describe a workshop and mention car.,True
4192,positive,lake,cat,cat_proxy,Describe a lake and mention cat.,True
4193,positive,park,water,water_proxy,Describe a park and mention water.,True
4194,positive,meadow,cat,cat_proxy,Describe a meadow and mention cat.,True
4195,positive,theater,fire,fire_proxy,Describe a theater and mention fire.,True
4196,positive,library,book,book_proxy,Describe a library and mention book.,True
4197,positive,beach,tree,tree_proxy,Describe a beach and mention tree.,True
4198,positive,arctic,water,water_proxy,Describe a arctic and mention water.,True
4199,positive,mountain,water,water_proxy,Describe a mountain and mention water.,True
4200,positive,mountain,cat,cat_proxy,Describe a mountain and mention cat.,True
4201,positive,valley,water,water_proxy,Describe a valley and mention water.,True
4202,positive,ocean,fire,fire_proxy,Describe a ocean and mention fire.,True
4203,positive,field,book,book_proxy,Describe a field and mention book.,True
4204,positive,stadium,fire,fire_proxy,Describe a stadium and mention fire.,True
4205,positive,field,dog,dog_proxy,Describe a field and mention dog.,True
4206,positive,forest,book,book_proxy,Describe a forest and mention book.,True
4207,positive,zoo,book,book_proxy,Describe a zoo and mention book.,True
4208,positive,river,car,car_proxy,Describe a river and mention car.,True
4209,positive,suburb,fire,fire_proxy,Describe a suburb and mention fire.,True
4210,positive,hospital,tree,tree_proxy,Describe a hospital and mention tree.,True
4211,positive,stadium,dog,dog_proxy,Describe a stadium and mention dog.,True
4212,positive,rural,book,book_proxy,Describe a rural and mention book.,True
4213,positive,arctic,fire,fire_proxy,Describe a arctic and mention fire.,True
4214,positive,market,dog,dog_proxy,Describe a market and mention dog.,True
4215,positive,church,book,book_proxy,Describe a church and mention book.,True
4216,positive,valley,cat,cat_proxy,Describe a valley and mention cat.,True
4217,positive,stadium,tree,tree_proxy,Describe a stadium and mention tree.,True
4218,positive,valley,cat,cat_proxy,Describe a valley and mention cat.,True
4219,positive,countryside,dog,dog_proxy,Describe a countryside and mention dog.,True
4220,positive,village,water,water_proxy,Describe a village and mention water.,True
4221,positive,school,fire,fire_proxy,Describe a school and mention fire.,True
4222,positive,valley,dog,dog_proxy,Describe a valley and mention dog.,True
4223,positive,mall,dog,dog_proxy,Describe a mall and mention dog.,True
4224,positive,park,book,book_proxy,Describe a park and mention book.,True
4225,positive,pond,water,water_proxy,Describe a pond and mention water.,True
4226,positive,hospital,water,water_proxy,Describe a hospital and mention water.,True
4227,positive,arctic,car,car_proxy,Describe a arctic and mention car.,True
4228,positive,laboratory,cat,cat_proxy,Describe a laboratory and mention cat.,True
4229,positive,restaurant,fire,fire_proxy,Describe a restaurant and mention fire.,True
4230,positive,cave,dog,dog_proxy,Describe a cave and mention dog.,True
4231,positive,mountain,tree,tree_proxy,Describe a mountain and mention tree.,True
4232,positive,factory,dog,dog_proxy,Describe a factory and mention dog.,True
4233,positive,forest,water,water_proxy,Describe a forest and mention water.,True
4234,positive,house,book,book_proxy,Describe a house and mention book.,True
4235,positive,factory,car,car_proxy,Describe a factory and mention car.,True
4236,positive,castle,car,car_proxy,Describe a castle and mention car.,True
4237,positive,forest,cat,cat_proxy,Describe a forest and mention cat.,True
4238,positive,suburb,tree,tree_proxy,Describe a suburb and mention tree.,True
4239,positive,garden,water,water_proxy,Describe a garden and mention water.,True
4240,positive,island,water,water_proxy,Describe a island and mention water.,True
4241,positive,theater,fire,fire_proxy,Describe a theater and mention fire.,True
4242,positive,tropical,tree,tree_proxy,Describe a tropical and mention tree.,True
4243,positive,field,book,book_proxy,Describe a field and mention book.,True
4244,positive,pond,dog,dog_proxy,Describe a pond and mention dog.,True
4245,positive,office,water,water_proxy,Describe a office and mention water.,True
4246,positive,office,tree,tree_proxy,Describe a office and mention tree.,True
4247,positive,field,water,water_proxy,Describe a field and mention water.,True
4248,positive,mountain,book,book_proxy,Describe a mountain and mention book.,True
4249,positive,zoo,car,car_proxy,Describe a zoo and mention car.,True
4250,positive,restaurant,book,book_proxy,Describe a restaurant and mention book.,True
4251,positive,stadium,tree,tree_proxy,Describe a stadium and mention tree.,True
4252,positive,laboratory,car,car_proxy,Describe a laboratory and mention car.,True
4253,positive,castle,book,book_proxy,Describe a castle and mention book.,True
4254,positive,farm,book,book_proxy,Describe a farm and mention book.,True
4255,positive,library,car,car_proxy,Describe a library and mention car.,True
4256,positive,school,dog,dog_proxy,Describe a school and mention dog.,True
4257,positive,mountain,book,book_proxy,Describe a mountain and mention book.,True
4258,positive,suburb,tree,tree_proxy,Describe a suburb and mention tree.,True
4259,positive,house,dog,dog_proxy,Describe a house and mention dog.,True
4260,positive,park,dog,dog_proxy,Describe a park and mention dog.,True
4261,positive,factory,book,book_proxy,Describe a factory and mention book.,True
4262,positive,tundra,fire,fire_proxy,Describe a tundra and mention fire.,True
4263,positive,kitchen,water,water_proxy,Describe a kitchen and mention water.,True
4264,positive,restaurant,car,car_proxy,Describe a restaurant and mention car.,True
4265,positive,technology,water,water_proxy,Describe a technology and mention water.,True
4266,positive,kitchen,car,car_proxy,Describe a kitchen and mention car.,True
4267,positive,jungle,car,car_proxy,Describe a jungle and mention car.,True
4268,positive,castle,dog,dog_proxy,Describe a castle and mention dog.,True
4269,positive,field,dog,dog_proxy,Describe a field and mention dog.,True
4270,positive,suburb,fire,fire_proxy,Describe a suburb and mention fire.,True
4271,positive,airport,cat,cat_proxy,Describe a airport and mention cat.,True
4272,positive,museum,cat,cat_proxy,Describe a museum and mention cat.,True
4273,positive,library,book,book_proxy,Describe a library and mention book.,True
4274,positive,field,dog,dog_proxy,Describe a field and mention dog.,True
4275,positive,library,water,water_proxy,Describe a library and mention water.,True
4276,positive,valley,cat,cat_proxy,Describe a valley and mention cat.,True
4277,positive,pond,dog,dog_proxy,Describe a pond and mention dog.,True
4278,positive,city,dog,dog_proxy,Describe a city and mention dog.,True
4279,positive,zoo,dog,dog_proxy,Describe a zoo and mention dog.,True
4280,positive,island,car,car_proxy,Describe a island and mention car.,True
4281,positive,meadow,book,book_proxy,Describe a meadow and mention book.,True
4282,positive,town,cat,cat_proxy,Describe a town and mention cat.,True
4283,positive,arctic,water,water_proxy,Describe a arctic and mention water.,True
4284,positive,countryside,fire,fire_proxy,Describe a countryside and mention fire.,True
4285,positive,market,cat,cat_proxy,Describe a market and mention cat.,True
4286,positive,house,car,car_proxy,Describe a house and mention car.,True
4287,positive,meadow,car,car_proxy,Describe a meadow and mention car.,True
4288,positive,castle,dog,dog_proxy,Describe a castle and mention dog.,True
4289,positive,restaurant,fire,fire_proxy,Describe a restaurant and mention fire.,True
4290,positive,airport,book,book_proxy,Describe a airport and mention book.,True
4291,positive,hospital,fire,fire_proxy,Describe a hospital and mention fire.,True
4292,positive,field,fire,fire_proxy,Describe a field and mention fire.,True
4293,positive,rural,dog,dog_proxy,Describe a rural and mention dog.,True
4294,positive,village,water,water_proxy,Describe a village and mention water.,True
4295,positive,valley,tree,tree_proxy,Describe a valley and mention tree.,True
4296,positive,school,water,water_proxy,Describe a school and mention water.,True
4297,positive,jungle,tree,tree_proxy,Describe a jungle and mention tree.,True
4298,positive,church,book,book_proxy,Describe a church and mention book.,True
4299,positive,field,cat,cat_proxy,Describe a field and mention cat.,True
4300,positive,restaurant,car,car_proxy,Describe a restaurant and mention car.,True
4301,positive,office,dog,dog_proxy,Describe a office and mention dog.,True
4302,positive,garden,cat,cat_proxy,Describe a garden and mention cat.,True
4303,positive,beach,book,book_proxy,Describe a beach and mention book.,True
4304,positive,valley,water,water_proxy,Describe a valley and mention water.,True
4305,positive,airport,fire,fire_proxy,Describe a airport and mention fire.,True
4306,positive,hospital,book,book_proxy,Describe a hospital and mention book.,True
4307,positive,garden,dog,dog_proxy,Describe a garden and mention dog.,True
4308,positive,castle,book,book_proxy,Describe a castle and mention book.,True
4309,positive,meadow,cat,cat_proxy,Describe a meadow and mention cat.,True
4310,positive,river,book,book_proxy,Describe a river and mention book.,True
4311,positive,urban,cat,cat_proxy,Describe a urban and mention cat.,True
4312,positive,desert,car,car_proxy,Describe a desert and mention car.,True
4313,positive,countryside,dog,dog_proxy,Describe a countryside and mention dog.,True
4314,positive,meadow,book,book_proxy,Describe a meadow and mention book.,True
4315,positive,farm,fire,fire_proxy,Describe a farm and mention fire.,True
4316,positive,jungle,water,water_proxy,Describe a jungle and mention water.,True
4317,positive,station,book,book_proxy,Describe a station and mention book.,True
4318,positive,airport,tree,tree_proxy,Describe a airport and mention tree.,True
4319,positive,forest,water,water_proxy,Describe a forest and mention water.,True
4320,positive,island,car,car_proxy,Describe a island and mention car.,True
4321,positive,restaurant,fire,fire_proxy,Describe a restaurant and mention fire.,True
4322,positive,castle,fire,fire_proxy,Describe a castle and mention fire.,True
4323,positive,rural,car,car_proxy,Describe a rural and mention car.,True
4324,positive,laboratory,book,book_proxy,Describe a laboratory and mention book.,True
4325,positive,tropical,fire,fire_proxy,Describe a tropical and mention fire.,True
4326,positive,savanna,book,book_proxy,Describe a savanna and mention book.,True
4327,positive,garden,car,car_proxy,Describe a garden and mention car.,True
4328,positive,library,tree,tree_proxy,Describe a library and mention tree.,True
4329,positive,castle,fire,fire_proxy,Describe a castle and mention fire.,True
4330,positive,restaurant,fire,fire_proxy,Describe a restaurant and mention fire.,True
4331,positive,desert,tree,tree_proxy,Describe a desert and mention tree.,True
4332,positive,meadow,book,book_proxy,Describe a meadow and mention book.,True
4333,positive,airport,tree,tree_proxy,Describe a airport and mention tree.,True
4334,positive,beach,cat,cat_proxy,Describe a beach and mention cat.,True
4335,positive,tundra,water,water_proxy,Describe a tundra and mention water.,True
4336,positive,farm,book,book_proxy,Describe a farm and mention book.,True
4337,positive,island,cat,cat_proxy,Describe a island and mention cat.,True
4338,positive,island,cat,cat_proxy,Describe a island and mention cat.,True
4339,positive,office,water,water_proxy,Describe a office and mention water.,True
4340,positive,house,water,water_proxy,Describe a house and mention water.,True
4341,positive,space,car,car_proxy,Describe a space and mention car.,True
4342,positive,factory,cat,cat_proxy,Describe a factory and mention cat.,True
4343,positive,hospital,car,car_proxy,Describe a hospital and mention car.,True
4344,positive,suburb,book,book_proxy,Describe a suburb and mention book.,True
4345,positive,zoo,tree,tree_proxy,Describe a zoo and mention tree.,True
4346,positive,river,car,car_proxy,Describe a river and mention car.,True
4347,positive,pond,tree,tree_proxy,Describe a pond and mention tree.,True
4348,positive,village,tree,tree_proxy,Describe a village and mention tree.,True
4349,positive,jungle,car,car_proxy,Describe a jungle and mention car.,True
4350,positive,urban,dog,dog_proxy,Describe a urban and mention dog.,True
4351,positive,airport,book,book_proxy,Describe a airport and mention book.,True
4352,positive,lake,car,car_proxy,Describe a lake and mention car.,True
4353,positive,park,tree,tree_proxy,Describe a park and mention tree.,True
4354,positive,lake,book,book_proxy,Describe a lake and mention book.,True
4355,positive,castle,tree,tree_proxy,Describe a castle and mention tree.,True
4356,positive,workshop,book,book_proxy,Describe a workshop and mention book.,True
4357,positive,laboratory,fire,fire_proxy,Describe a laboratory and mention fire.,True
4358,positive,tundra,car,car_proxy,Describe a tundra and mention car.,True
4359,positive,tropical,dog,dog_proxy,Describe a tropical and mention dog.,True
4360,positive,countryside,cat,cat_proxy,Describe a countryside and mention cat.,True
4361,positive,tropical,dog,dog_proxy,Describe a tropical and mention dog.,True
4362,positive,mall,fire,fire_proxy,Describe a mall and mention fire.,True
4363,positive,savanna,dog,dog_proxy,Describe a savanna and mention dog.,True
4364,positive,garden,dog,dog_proxy,Describe a garden and mention dog.,True
4365,positive,valley,car,car_proxy,Describe a valley and mention car.,True
4366,positive,technology,fire,fire_proxy,Describe a technology and mention fire.,True
4367,positive,lake,book,book_proxy,Describe a lake and mention book.,True
4368,positive,savanna,water,water_proxy,Describe a savanna and mention water.,True
4369,positive,tundra,cat,cat_proxy,Describe a tundra and mention cat.,True
4370,positive,school,car,car_proxy,Describe a school and mention car.,True
4371,positive,town,cat,cat_proxy,Describe a town and mention cat.,True
4372,positive,desert,fire,fire_proxy,Describe a desert and mention fire.,True
4373,positive,hospital,car,car_proxy,Describe a hospital and mention car.,True
4374,positive,meadow,car,car_proxy,Describe a meadow and mention car.,True
4375,positive,desert,cat,cat_proxy,Describe a desert and mention cat.,True
4376,positive,zoo,dog,dog_proxy,Describe a zoo and mention dog.,True
4377,positive,factory,cat,cat_proxy,Describe a factory and mention cat.,True
4378,positive,meadow,cat,cat_proxy,Describe a meadow and mention cat.,True
4379,positive,arctic,car,car_proxy,Describe a arctic and mention car.,True
4380,positive,stadium,book,book_proxy,Describe a stadium and mention book.,True
4381,positive,suburb,book,book_proxy,Describe a suburb and mention book.,True
4382,positive,market,water,water_proxy,Describe a market and mention water.,True
4383,positive,meadow,cat,cat_proxy,Describe a meadow and mention cat.,True
4384,positive,rural,fire,fire_proxy,Describe a rural and mention fire.,True
4385,positive,park,water,water_proxy,Describe a park and mention water.,True
4386,positive,cave,car,car_proxy,Describe a cave and mention car.,True
4387,positive,farm,dog,dog_proxy,Describe a farm and mention dog.,True
4388,positive,countryside,fire,fire_proxy,Describe a countryside and mention fire.,True
4389,positive,island,tree,tree_proxy,Describe a island and mention tree.,True
4390,positive,beach,cat,cat_proxy,Describe a beach and mention cat.,True
4391,positive,meadow,book,book_proxy,Describe a meadow and mention book.,True
4392,positive,island,water,water_proxy,Describe a island and mention water.,True
4393,positive,restaurant,book,book_proxy,Describe a restaurant and mention book.,True
4394,positive,school,water,water_proxy,Describe a school and mention water.,True
4395,positive,forest,tree,tree_proxy,Describe a forest and mention tree.,True
4396,positive,museum,water,water_proxy,Describe a museum and mention water.,True
4397,positive,farm,dog,dog_proxy,Describe a farm and mention dog.,True
4398,positive,desert,tree,tree_proxy,Describe a desert and mention tree.,True
4399,positive,rural,car,car_proxy,Describe a rural and mention car.,True
4400,positive,laboratory,water,water_proxy,Describe a laboratory and mention water.,True
4401,positive,stadium,car,car_proxy,Describe a stadium and mention car.,True
4402,positive,field,dog,dog_proxy,Describe a field and mention dog.,True
4403,positive,island,cat,cat_proxy,Describe a island and mention cat.,True
4404,positive,tropical,water,water_proxy,Describe a tropical and mention water.,True
4405,positive,mountain,cat,cat_proxy,Describe a mountain and mention cat.,True
4406,positive,lake,tree,tree_proxy,Describe a lake and mention tree.,True
4407,positive,arctic,fire,fire_proxy,Describe a arctic and mention fire.,True
4408,positive,lake,book,book_proxy,Describe a lake and mention book.,True
4409,positive,laboratory,tree,tree_proxy,Describe a laboratory and mention tree.,True
4410,positive,theater,dog,dog_proxy,Describe a theater and mention dog.,True
4411,positive,meadow,dog,dog_proxy,Describe a meadow and mention dog.,True
4412,positive,church,car,car_proxy,Describe a church and mention car.,True
4413,positive,pond,cat,cat_proxy,Describe a pond and mention cat.,True
4414,positive,zoo,dog,dog_proxy,Describe a zoo and mention dog.,True
4415,positive,airport,book,book_proxy,Describe a airport and mention book.,True
4416,positive,garden,book,book_proxy,Describe a garden and mention book.,True
4417,positive,mountain,book,book_proxy,Describe a mountain and mention book.,True
4418,positive,market,tree,tree_proxy,Describe a market and mention tree.,True
4419,positive,kitchen,fire,fire_proxy,Describe a kitchen and mention fire.,True
4420,positive,valley,tree,tree_proxy,Describe a valley and mention tree.,True
4421,positive,river,fire,fire_proxy,Describe a river and mention fire.,True
4422,positive,pond,tree,tree_proxy,Describe a pond and mention tree.,True
4423,positive,savanna,car,car_proxy,Describe a savanna and mention car.,True
4424,positive,office,book,book_proxy,Describe a office and mention book.,True
4425,positive,castle,fire,fire_proxy,Describe a castle and mention fire.,True
4426,positive,museum,fire,fire_proxy,Describe a museum and mention fire.,True
4427,positive,technology,fire,fire_proxy,Describe a technology and mention fire.,True
4428,positive,church,water,water_proxy,Describe a church and mention water.,True
4429,positive,church,book,book_proxy,Describe a church and mention book.,True
4430,positive,ocean,car,car_proxy,Describe a ocean and mention car.,True
4431,positive,kitchen,tree,tree_proxy,Describe a kitchen and mention tree.,True
4432,positive,mountain,car,car_proxy,Describe a mountain and mention car.,True
4433,positive,town,fire,fire_proxy,Describe a town and mention fire.,True
4434,positive,restaurant,water,water_proxy,Describe a restaurant and mention water.,True
4435,positive,savanna,dog,dog_proxy,Describe a savanna and mention dog.,True
4436,positive,space,car,car_proxy,Describe a space and mention car.,True
4437,positive,laboratory,book,book_proxy,Describe a laboratory and mention book.,True
4438,positive,river,cat,cat_proxy,Describe a river and mention cat.,True
4439,positive,savanna,fire,fire_proxy,Describe a savanna and mention fire.,True
4440,positive,zoo,dog,dog_proxy,Describe a zoo and mention dog.,True
4441,positive,market,cat,cat_proxy,Describe a market and mention cat.,True
4442,positive,stadium,water,water_proxy,Describe a stadium and mention water.,True
4443,positive,tropical,fire,fire_proxy,Describe a tropical and mention fire.,True
4444,positive,technology,cat,cat_proxy,Describe a technology and mention cat.,True
4445,positive,lake,dog,dog_proxy,Describe a lake and mention dog.,True
4446,positive,castle,tree,tree_proxy,Describe a castle and mention tree.,True
4447,positive,laboratory,dog,dog_proxy,Describe a laboratory and mention dog.,True
4448,positive,pond,tree,tree_proxy,Describe a pond and mention tree.,True
4449,positive,park,water,water_proxy,Describe a park and mention water.,True
4450,positive,jungle,dog,dog_proxy,Describe a jungle and mention dog.,True
4451,positive,cave,water,water_proxy,Describe a cave and mention water.,True
4452,positive,beach,dog,dog_proxy,Describe a beach and mention dog.,True
4453,positive,tropical,dog,dog_proxy,Describe a tropical and mention dog.,True
4454,positive,zoo,dog,dog_proxy,Describe a zoo and mention dog.,True
4455,positive,restaurant,dog,dog_proxy,Describe a restaurant and mention dog.,True
4456,positive,museum,fire,fire_proxy,Describe a museum and mention fire.,True
4457,positive,village,tree,tree_proxy,Describe a village and mention tree.,True
4458,positive,hospital,fire,fire_proxy,Describe a hospital and mention fire.,True
4459,positive,garden,cat,cat_proxy,Describe a garden and mention cat.,True
4460,positive,desert,water,water_proxy,Describe a desert and mention water.,True
4461,positive,countryside,car,car_proxy,Describe a countryside and mention car.,True
4462,positive,village,cat,cat_proxy,Describe a village and mention cat.,True
4463,positive,urban,fire,fire_proxy,Describe a urban and mention fire.,True
4464,positive,river,cat,cat_proxy,Describe a river and mention cat.,True
4465,positive,castle,tree,tree_proxy,Describe a castle and mention tree.,True
4466,positive,village,tree,tree_proxy,Describe a village and mention tree.,True
4467,positive,cave,book,book_proxy,Describe a cave and mention book.,True
4468,positive,theater,car,car_proxy,Describe a theater and mention car.,True
4469,positive,park,fire,fire_proxy,Describe a park and mention fire.,True
4470,positive,valley,tree,tree_proxy,Describe a valley and mention tree.,True
4471,positive,stadium,dog,dog_proxy,Describe a stadium and mention dog.,True
4472,positive,urban,book,book_proxy,Describe a urban and mention book.,True
4473,positive,library,cat,cat_proxy,Describe a library and mention cat.,True
4474,positive,island,fire,fire_proxy,Describe a island and mention fire.,True
4475,positive,station,car,car_proxy,Describe a station and mention car.,True
4476,positive,river,cat,cat_proxy,Describe a river and mention cat.,True
4477,positive,valley,tree,tree_proxy,Describe a valley and mention tree.,True
4478,positive,stadium,fire,fire_proxy,Describe a stadium and mention fire.,True
4479,positive,jungle,fire,fire_proxy,Describe a jungle and mention fire.,True
4480,positive,park,car,car_proxy,Describe a park and mention car.,True
4481,positive,kitchen,water,water_proxy,Describe a kitchen and mention water.,True
4482,positive,island,car,car_proxy,Describe a island and mention car.,True
4483,positive,space,water,water_proxy,Describe a space and mention water.,True
4484,positive,farm,cat,cat_proxy,Describe a farm and mention cat.,True
4485,positive,jungle,dog,dog_proxy,Describe a jungle and mention dog.,True
4486,positive,office,book,book_proxy,Describe a office and mention book.,True
4487,positive,garden,tree,tree_proxy,Describe a garden and mention tree.,True
4488,positive,factory,book,book_proxy,Describe a factory and mention book.,True
4489,positive,zoo,dog,dog_proxy,Describe a zoo and mention dog.,True
4490,positive,lake,tree,tree_proxy,Describe a lake and mention tree.,True
4491,positive,museum,tree,tree_proxy,Describe a museum and mention tree.,True
4492,positive,castle,book,book_proxy,Describe a castle and mention book.,True
4493,positive,technology,tree,tree_proxy,Describe a technology and mention tree.,True
4494,positive,park,car,car_proxy,Describe a park and mention car.,True
4495,positive,station,dog,dog_proxy,Describe a station and mention dog.,True
4496,positive,airport,water,water_proxy,Describe a airport and mention water.,True
4497,positive,urban,tree,tree_proxy,Describe a urban and mention tree.,True
4498,positive,factory,fire,fire_proxy,Describe a factory and mention fire.,True
4499,positive,stadium,tree,tree_proxy,Describe a stadium and mention tree.,True
4500,positive,mall,dog,dog_proxy,Describe a mall and mention dog.,True
4501,positive,pond,dog,dog_proxy,Describe a pond and mention dog.,True
4502,positive,pond,water,water_proxy,Describe a pond and mention water.,True
4503,positive,restaurant,fire,fire_proxy,Describe a restaurant and mention fire.,True
4504,positive,garden,water,water_proxy,Describe a garden and mention water.,True
4505,positive,theater,fire,fire_proxy,Describe a theater and mention fire.,True
4506,positive,museum,book,book_proxy,Describe a museum and mention book.,True
4507,positive,station,fire,fire_proxy,Describe a station and mention fire.,True
4508,positive,office,dog,dog_proxy,Describe a office and mention dog.,True
4509,positive,hospital,fire,fire_proxy,Describe a hospital and mention fire.,True
4510,positive,tropical,dog,dog_proxy,Describe a tropical and mention dog.,True
4511,positive,castle,fire,fire_proxy,Describe a castle and mention fire.,True
4512,positive,farm,dog,dog_proxy,Describe a farm and mention dog.,True
4513,positive,airport,car,car_proxy,Describe a airport and mention car.,True
4514,positive,library,fire,fire_proxy,Describe a library and mention fire.,True
4515,positive,town,book,book_proxy,Describe a town and mention book.,True
4516,positive,river,water,water_proxy,Describe a river and mention water.,True
4517,positive,space,fire,fire_proxy,Describe a space and mention fire.,True
4518,positive,cave,tree,tree_proxy,Describe a cave and mention tree.,True
4519,positive,zoo,book,book_proxy,Describe a zoo and mention book.,True
4520,positive,pond,cat,cat_proxy,Describe a pond and mention cat.,True
4521,positive,stadium,cat,cat_proxy,Describe a stadium and mention cat.,True
4522,positive,savanna,dog,dog_proxy,Describe a savanna and mention dog.,True
4523,positive,city,dog,dog_proxy,Describe a city and mention dog.,True
4524,positive,zoo,car,car_proxy,Describe a zoo and mention car.,True
4525,positive,town,cat,cat_proxy,Describe a town and mention cat.,True
4526,positive,mall,water,water_proxy,Describe a mall and mention water.,True
4527,positive,technology,tree,tree_proxy,Describe a technology and mention tree.,True
4528,positive,factory,tree,tree_proxy,Describe a factory and mention tree.,True
4529,positive,lake,book,book_proxy,Describe a lake and mention book.,True
4530,positive,zoo,tree,tree_proxy,Describe a zoo and mention tree.,True
4531,positive,ocean,car,car_proxy,Describe a ocean and mention car.,True
4532,positive,kitchen,tree,tree_proxy,Describe a kitchen and mention tree.,True
4533,positive,jungle,book,book_proxy,Describe a jungle and mention book.,True
4534,positive,beach,book,book_proxy,Describe a beach and mention book.,True
4535,positive,pond,water,water_proxy,Describe a pond and mention water.,True
4536,positive,suburb,book,book_proxy,Describe a suburb and mention book.,True
4537,positive,park,fire,fire_proxy,Describe a park and mention fire.,True
4538,positive,market,tree,tree_proxy,Describe a market and mention tree.,True
4539,positive,space,water,water_proxy,Describe a space and mention water.,True
4540,positive,valley,car,car_proxy,Describe a valley and mention car.,True
4541,positive,rural,water,water_proxy,Describe a rural and mention water.,True
4542,positive,mall,cat,cat_proxy,Describe a mall and mention cat.,True
4543,positive,office,book,book_proxy,Describe a office and mention book.,True
4544,positive,market,car,car_proxy,Describe a market and mention car.,True
4545,positive,town,dog,dog_proxy,Describe a town and mention dog.,True
4546,positive,school,water,water_proxy,Describe a school and mention water.,True
4547,positive,technology,car,car_proxy,Describe a technology and mention car.,True
4548,positive,town,book,book_proxy,Describe a town and mention book.,True
4549,positive,pond,car,car_proxy,Describe a pond and mention car.,True
4550,positive,mountain,cat,cat_proxy,Describe a mountain and mention cat.,True
4551,positive,school,tree,tree_proxy,Describe a school and mention tree.,True
4552,positive,restaurant,tree,tree_proxy,Describe a restaurant and mention tree.,True
4553,positive,space,water,water_proxy,Describe a space and mention water.,True
4554,positive,market,water,water_proxy,Describe a market and mention water.,True
4555,positive,theater,book,book_proxy,Describe a theater and mention book.,True
4556,positive,suburb,car,car_proxy,Describe a suburb and mention car.,True
4557,positive,theater,car,car_proxy,Describe a theater and mention car.,True
4558,positive,rural,fire,fire_proxy,Describe a rural and mention fire.,True
4559,positive,factory,water,water_proxy,Describe a factory and mention water.,True
4560,positive,field,book,book_proxy,Describe a field and mention book.,True
4561,positive,mall,car,car_proxy,Describe a mall and mention car.,True
4562,positive,school,dog,dog_proxy,Describe a school and mention dog.,True
4563,positive,ocean,dog,dog_proxy,Describe a ocean and mention dog.,True
4564,positive,arctic,dog,dog_proxy,Describe a arctic and mention dog.,True
4565,positive,countryside,tree,tree_proxy,Describe a countryside and mention tree.,True
4566,positive,tropical,water,water_proxy,Describe a tropical and mention water.,True
4567,positive,tropical,cat,cat_proxy,Describe a tropical and mention cat.,True
4568,positive,house,dog,dog_proxy,Describe a house and mention dog.,True
